01234567, 0
05214763, 1
21630547, 1
13024567, 1
40235167, 1
01374526, 1
01236475, 1
03274165, 1
41036527, 1
20314567, 1
15230467, 1
01624573, 1
01235746, 1
07254361, 2
25610743, 2
51024763, 2
40217563, 2
05134726, 2
05216437, 2
45016723, 2
20154763, 2
57210463, 2
05624731, 2
05217346, 2
61432507, 2
13260547, 2
02635147, 2
21370564, 2
21634075, 2
23670145, 2
62310547, 2
15632047, 2
21460573, 2
21635704, 2
15034762, 2
03621547, 2
32104567, 2
41025367, 2
13274506, 2
13026475, 2
12074365, 2
43126507, 2
35021467, 2
13604572, 2
13025746, 2
41205763, 2
20634157, 2
03425167, 2
54231067, 2
40375126, 2
40236571, 2
43275061, 2
50436127, 2
24305167, 2
40625173, 2
40231756, 2
05314627, 2
31270546, 2
17034526, 2
01764532, 2
01372465, 2
07364125, 2
41072536, 2
30714526, 2
15370426, 2
01375642, 2
04216573, 2
21730465, 2
60234175, 2
01356427, 2
01237654, 2
03256174, 2
61037425, 2
20316475, 2
14230675, 2
01726453, 2
37024165, 2
40271365, 2
03754126, 2
03276451, 2
43076125, 2
20734165, 2
31270465, 2
03624157, 2
03271546, 2
13406527, 2
64035127, 2
41376502, 2
41032675, 2
04316527, 2
15034627, 2
41206573, 2
41035762, 2
25304761, 2
30612547, 2
42315067, 2
20174536, 2
21374065, 2
40216537, 2
05312467, 2
20634571, 2
20315746, 2
14250763, 2
25631407, 2
53120467, 2
15236074, 2
13270564, 2
05136427, 2
21350467, 2
15620473, 2
15234706, 2
05614372, 2
61720543, 2
12064573, 2
01627435, 2
02634175, 2
41027563, 2
60214573, 2
01625347, 2
07215643, 2
21430756, 2
50237146, 2
01365724, 2
03265147, 2
51034726, 2
17230546, 2
01425763, 2
27650341, 3
75024361, 3
40253761, 3
07514326, 3
07256413, 3
47056321, 3
20574361, 3
73250461, 3
07624315, 3
07253146, 3
65412703, 3
51260743, 3
02617543, 3
25130764, 3
25614037, 3
62150743, 3
57612043, 3
25460731, 3
25617304, 3
57014362, 3
01625743, 3
12504763, 3
45027163, 3
51234706, 3
51026437, 3
52034167, 3
41526703, 3
17025463, 3
51604732, 3
51027346, 3
45207361, 3
20614573, 3
01427563, 3
74215063, 3
40137526, 3
40216735, 3
41237065, 3
70416523, 3
24107563, 3
